transaction_id,date,time,day_of_week,is_weekend,product_id,product_name,category,sub_category,brand,store_section,quantity,unit_price,unit_cost,discount_pct,discount_amount,line_total,gross_profit,payment_method
B275F70E,2026-01-14,14:57:05,Wednesday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,1,52.0,38.0,7.0,3.64,48.36,10.36,Wallet
231302AA,2026-01-14,15:21:09,Wednesday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,7.2,6.84,88.16,30.16,Cash
C198F3AA,2026-01-14,16:04:04,Wednesday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,1,52.0,38.0,1.1,0.57,51.43,13.43,Wallet
C198F3AA,2026-01-14,16:04:04,Wednesday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,1,70.0,44.0,7.8,5.46,64.54,20.54,Wallet
C198F3AA,2026-01-14,16:04:04,Wednesday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,1,55.0,40.0,0.0,0.0,55.0,15.0,Wallet
C198F3AA,2026-01-14,16:04:04,Wednesday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.0,0.0,120.0,48.0,Wallet
1D3208E1,2026-01-14,16:19:06,Wednesday,No,P003,Paneer 200g,Dairy,Cheese,Amul,Refrigerated,1,85.0,60.0,0.0,0.0,85.0,25.0,UPI
1D3208E1,2026-01-14,16:19:06,Wednesday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,0.0,0.0,95.0,37.0,UPI
1D3208E1,2026-01-14,16:19:06,Wednesday,No,P027,Avocado,Produce,Fruit,Local,Produce,2,55.0,32.0,0.0,0.0,110.0,46.0,UPI
73EE55E1,2026-01-14,17:08:04,Wednesday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,3,85.0,52.0,0.3,0.77,254.23,98.23,Card
73EE55E1,2026-01-14,17:08:04,Wednesday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,8.1,7.7,87.3,29.3,Card
73EE55E1,2026-01-14,17:08:04,Wednesday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,0.0,0.0,65.0,25.0,Card
73EE55E1,2026-01-14,17:08:04,Wednesday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,4.0,3.0,72.0,26.0,Card
A5022120,2026-01-14,17:22:39,Wednesday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,7.6,37.92,461.08,261.08,Card
A5022120,2026-01-14,17:22:39,Wednesday,No,P008,Multigrain Bread 400g,Bakery,Bread,Harvest Gold,Bakery Shelf,1,60.0,38.0,5.5,3.3,56.7,18.7,Card
155683F1,2026-01-14,17:23:53,Wednesday,No,P027,Avocado,Produce,Fruit,Local,Produce,1,55.0,32.0,0.0,0.0,55.0,23.0,Cash
155683F1,2026-01-14,17:23:53,Wednesday,No,P025,Baby Spinach 150g,Produce,Leafy Green,Local,Produce,1,45.0,25.0,0.0,0.0,45.0,20.0,Cash
F93EBE5E,2026-01-14,18:05:02,Wednesday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,6.1,3.96,61.04,21.04,Cash
5211E663,2026-01-14,18:17:03,Wednesday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,0.0,0.0,499.0,299.0,Cash
EA182BCC,2026-01-14,18:27:04,Wednesday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,0.0,0.0,95.0,37.0,UPI
EA182BCC,2026-01-14,18:27:04,Wednesday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,0.0,0.0,95.0,43.0,UPI
E0262FC6,2026-01-14,18:31:00,Wednesday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,1,95.0,62.0,5.8,5.51,89.49,27.49,Wallet
E0262FC6,2026-01-14,18:31:00,Wednesday,No,P017,Almond Milk 1L,Beverages,Plant Milk,Epigamia,Refrigerated,2,130.0,85.0,2.5,6.5,253.5,83.5,Wallet
AD9C3F65,2026-01-14,18:45:15,Wednesday,No,P003,Paneer 200g,Dairy,Cheese,Amul,Refrigerated,1,85.0,60.0,1.4,1.19,83.81,23.81,Cash
AD9C3F65,2026-01-14,18:45:15,Wednesday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,1,55.0,40.0,0.0,0.0,55.0,15.0,Cash
2CE44668,2026-01-14,18:46:46,Wednesday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,2,95.0,62.0,0.0,0.0,190.0,66.0,UPI
5F6129AC,2026-01-14,18:54:47,Wednesday,No,P026,Cherry Tomatoes 250g,Produce,Vegetables,Local,Produce,3,60.0,35.0,4.3,7.74,172.26,67.26,UPI
FF7D6B75,2026-01-14,18:58:49,Wednesday,No,P025,Baby Spinach 150g,Produce,Leafy Green,Local,Produce,1,45.0,25.0,0.0,0.0,45.0,20.0,Card
FF7D6B75,2026-01-14,18:58:49,Wednesday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,0.0,0.0,45.0,18.0,Card
FF7D6B75,2026-01-14,18:58:49,Wednesday,No,P024,Bananas 6pk,Produce,Fruit,Local,Produce,1,40.0,22.0,6.5,2.6,37.4,15.4,Card
F463287B,2026-01-14,19:12:50,Wednesday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,Cash
F463287B,2026-01-14,19:12:50,Wednesday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,0.0,0.0,65.0,25.0,Cash
5F2A4B35,2026-01-14,19:15:25,Wednesday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,1,55.0,40.0,5.5,3.02,51.98,11.98,Cash
4344753F,2026-01-14,19:15:50,Wednesday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,0.0,0.0,45.0,18.0,Wallet
DCD86FF4,2026-01-14,19:18:49,Wednesday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,4,70.0,44.0,0.0,0.0,280.0,104.0,Card
C2256953,2026-01-14,19:24:36,Wednesday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,Card
C2256953,2026-01-14,19:24:36,Wednesday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,Card
3D3F2748,2026-01-14,19:26:59,Wednesday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,8.2,15.99,179.01,84.01,Card
3D3F2748,2026-01-14,19:26:59,Wednesday,No,P015,Energy Drink 250ml,Beverages,Energy,Monster,Beverages Aisle,3,115.0,72.0,0.0,0.0,345.0,129.0,Card
3D3F2748,2026-01-14,19:26:59,Wednesday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,0.0,0.0,45.0,18.0,Card
3D3F2748,2026-01-14,19:26:59,Wednesday,No,P029,Lip Balm SPF15,Personal Care,Lip Care,Carmex,Personal Care,1,65.0,38.0,0.0,0.0,65.0,27.0,Card
DCEABC86,2026-01-14,19:27:06,Wednesday,No,P026,Cherry Tomatoes 250g,Produce,Vegetables,Local,Produce,1,60.0,35.0,0.0,0.0,60.0,25.0,UPI
DCEABC86,2026-01-14,19:27:06,Wednesday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,1,120.0,75.0,0.7,0.84,119.16,44.16,UPI
DCEABC86,2026-01-14,19:27:06,Wednesday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,1,85.0,52.0,2.3,1.95,83.05,31.05,UPI
3286BC67,2026-01-14,19:32:04,Wednesday,No,P025,Baby Spinach 150g,Produce,Leafy Green,Local,Produce,1,45.0,25.0,0.0,0.0,45.0,20.0,Wallet
599F0BAB,2026-01-14,19:35:34,Wednesday,No,P030,Travel Shampoo 100ml,Personal Care,Hair Care,Dove,Personal Care,1,75.0,46.0,7.5,5.62,69.38,23.38,UPI
599F0BAB,2026-01-14,19:35:34,Wednesday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,0.0,0.0,499.0,299.0,UPI
599F0BAB,2026-01-14,19:35:34,Wednesday,No,P023,Roasted Peanuts 200g,Snacks,Nuts,Farmley,Snacks Aisle,1,75.0,46.0,0.0,0.0,75.0,29.0,UPI
599F0BAB,2026-01-14,19:35:34,Wednesday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,0.0,0.0,195.0,100.0,UPI
391A7A5E,2026-01-14,19:56:09,Wednesday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,2,120.0,75.0,0.0,0.0,240.0,90.0,Card
391A7A5E,2026-01-14,19:56:09,Wednesday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,1,52.0,38.0,7.9,4.11,47.89,9.89,Card
CD3888BD,2026-01-14,20:01:43,Wednesday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,2,55.0,40.0,0.0,0.0,110.0,30.0,Wallet
69B743DF,2026-01-14,20:20:15,Wednesday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,0.0,0.0,180.0,70.0,Card
69B743DF,2026-01-14,20:20:15,Wednesday,No,P003,Paneer 200g,Dairy,Cheese,Amul,Refrigerated,1,85.0,60.0,0.0,0.0,85.0,25.0,Card
69B743DF,2026-01-14,20:20:15,Wednesday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,2,65.0,40.0,0.0,0.0,130.0,50.0,Card
89EFCAF7,2026-01-14,20:40:51,Wednesday,No,P009,Butter Croissant 4pk,Bakery,Pastry,La Boulange,Bakery Shelf,1,90.0,58.0,5.1,4.59,85.41,27.41,Cash
2C315CAB,2026-01-14,20:43:24,Wednesday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,2,120.0,75.0,0.0,0.0,240.0,90.0,Cash
2C315CAB,2026-01-14,20:43:24,Wednesday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,3.8,1.71,43.29,16.29,Cash
08ECD4CA,2026-01-14,21:00:06,Wednesday,No,P024,Bananas 6pk,Produce,Fruit,Local,Produce,1,40.0,22.0,0.0,0.0,40.0,18.0,UPI
A94E5B58,2026-01-14,21:15:50,Wednesday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.0,0.0,120.0,48.0,Cash
A94E5B58,2026-01-14,21:15:50,Wednesday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,2.4,2.28,92.72,34.72,Cash
A94E5B58,2026-01-14,21:15:50,Wednesday,No,P002,Skimmed Milk 500ml,Dairy,Milk,Mother Dairy,Refrigerated,2,28.0,20.0,3.7,2.07,53.93,13.93,Cash
A94E5B58,2026-01-14,21:15:50,Wednesday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,0.0,0.0,80.0,25.0,Cash
94C74849,2026-01-14,21:19:31,Wednesday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,0.0,0.0,80.0,25.0,Wallet
94C74849,2026-01-14,21:19:31,Wednesday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,4.6,4.37,90.63,32.63,Wallet
94C74849,2026-01-14,21:19:31,Wednesday,No,P017,Almond Milk 1L,Beverages,Plant Milk,Epigamia,Refrigerated,2,130.0,85.0,0.0,0.0,260.0,90.0,Wallet
94C74849,2026-01-14,21:19:31,Wednesday,No,P007,Sourdough Bread 400g,Bakery,Bread,Modern,Bakery Shelf,1,65.0,40.0,0.0,0.0,65.0,25.0,Wallet
94C74849,2026-01-14,21:19:31,Wednesday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,1,55.0,35.0,0.0,0.0,55.0,20.0,Wallet
64F80D83,2026-01-14,21:28:09,Wednesday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.0,0.0,120.0,48.0,Cash
64F80D83,2026-01-14,21:28:09,Wednesday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,1,60.0,38.0,0.0,0.0,60.0,22.0,Cash
64F80D83,2026-01-14,21:28:09,Wednesday,No,P015,Energy Drink 250ml,Beverages,Energy,Monster,Beverages Aisle,2,115.0,72.0,0.0,0.0,230.0,86.0,Cash
64F80D83,2026-01-14,21:28:09,Wednesday,No,P027,Avocado,Produce,Fruit,Local,Produce,1,55.0,32.0,9.4,5.17,49.83,17.83,Cash
DC1EF1B9,2026-01-14,21:36:35,Wednesday,No,P022,Rice Crackers 150g,Snacks,Crackers,Bingo,Snacks Aisle,1,55.0,33.0,0.0,0.0,55.0,22.0,Card
DC1EF1B9,2026-01-14,21:36:35,Wednesday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,8.1,3.65,41.35,14.35,Card
DC1EF1B9,2026-01-14,21:36:35,Wednesday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,4.3,21.46,477.54,277.54,Card
DC1EF1B9,2026-01-14,21:36:35,Wednesday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,1,55.0,35.0,0.0,0.0,55.0,20.0,Card
9DA3CFA4,2026-01-14,21:48:36,Wednesday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,1,85.0,52.0,4.2,3.57,81.43,29.43,UPI
BA1E146F,2026-01-14,21:51:02,Wednesday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,4.6,4.37,90.63,38.63,Card
BA1E146F,2026-01-14,21:51:02,Wednesday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,0.0,0.0,180.0,70.0,Card
BA1E146F,2026-01-14,21:51:02,Wednesday,No,P035,Sunscreen SPF50 100ml,Seasonal,Summer Care,Neutrogena,Seasonal,1,395.0,180.0,0.6,2.37,392.63,212.63,Card
6B48C649,2026-01-14,21:57:50,Wednesday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,2,60.0,38.0,5.7,6.84,113.16,37.16,Cash
C7260970,2026-01-14,22:00:43,Wednesday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,3,95.0,62.0,0.0,0.0,285.0,99.0,Card
76F686F1,2026-01-14,22:10:09,Wednesday,No,P035,Sunscreen SPF50 100ml,Seasonal,Summer Care,Neutrogena,Seasonal,1,395.0,180.0,0.0,0.0,395.0,215.0,Card
76F686F1,2026-01-14,22:10:09,Wednesday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,3,95.0,62.0,17.8,50.73,234.27,48.27,Card
17985794,2026-01-14,22:23:03,Wednesday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,3,85.0,52.0,6.2,15.81,239.19,83.19,UPI
63E0E1DA,2026-01-14,22:35:46,Wednesday,No,P013,Fresh Orange Juice 1L,Beverages,Juice,Tropicana,Refrigerated,1,95.0,62.0,9.5,9.03,85.97,23.97,Card
63E0E1DA,2026-01-14,22:35:46,Wednesday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,1,52.0,38.0,0.0,0.0,52.0,14.0,Card
20FA4FD1,2026-01-15,06:44:22,Thursday,No,P036,Hand Sanitizer 200ml,Seasonal,Hygiene,Dettol,Personal Care,1,95.0,52.0,9.8,9.31,85.69,33.69,Wallet
20FA4FD1,2026-01-15,06:44:22,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,1,85.0,52.0,0.0,0.0,85.0,33.0,Wallet
20FA4FD1,2026-01-15,06:44:22,Thursday,No,P002,Skimmed Milk 500ml,Dairy,Milk,Mother Dairy,Refrigerated,1,28.0,20.0,2.3,0.64,27.36,7.36,Wallet
77F20272,2026-01-15,07:00:49,Thursday,No,P002,Skimmed Milk 500ml,Dairy,Milk,Mother Dairy,Refrigerated,1,28.0,20.0,0.0,0.0,28.0,8.0,Cash
77F20272,2026-01-15,07:00:49,Thursday,No,P006,Cheese Slices 200g,Dairy,Cheese,Britannia,Refrigerated,2,95.0,68.0,0.0,0.0,190.0,54.0,Cash
77F20272,2026-01-15,07:00:49,Thursday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,4.8,2.16,42.84,15.84,Cash
66250779,2026-01-15,07:04:05,Thursday,No,P033,Zip-lock Bags 30pk,Household,Storage,Ziploc,Household,1,95.0,58.0,0.0,0.0,95.0,37.0,UPI
66250779,2026-01-15,07:04:05,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,UPI
52DB38DF,2026-01-15,07:05:30,Thursday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.0,0.0,120.0,48.0,Card
52DB38DF,2026-01-15,07:05:30,Thursday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,2,180.0,110.0,0.2,0.72,359.28,139.28,Card
33D6E9EF,2026-01-15,07:11:12,Thursday,No,P019,Trail Mix 250g,Snacks,Nuts,Happilo,Snacks Aisle,1,180.0,110.0,0.0,0.0,180.0,70.0,UPI
59779E62,2026-01-15,07:39:49,Thursday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,8.7,43.41,455.59,255.59,UPI
59779E62,2026-01-15,07:39:49,Thursday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,3,60.0,38.0,12.9,23.22,156.78,42.78,UPI
59779E62,2026-01-15,07:39:49,Thursday,No,P009,Butter Croissant 4pk,Bakery,Pastry,La Boulange,Bakery Shelf,3,90.0,58.0,0.0,0.0,270.0,96.0,UPI
59779E62,2026-01-15,07:39:49,Thursday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,1,55.0,40.0,9.6,5.28,49.72,9.72,UPI
BFC54AB0,2026-01-15,07:56:26,Thursday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,2.5,12.47,486.53,286.53,UPI
14093930,2026-01-15,09:04:09,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,2,85.0,52.0,5.3,9.01,160.99,56.99,Card
14093930,2026-01-15,09:04:09,Thursday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,5.9,7.08,112.92,40.92,Card
2237F8A8,2026-01-15,09:07:46,Thursday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,4.3,4.08,90.92,32.92,UPI
E8D93FD8,2026-01-15,09:53:50,Thursday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,2,120.0,75.0,8.0,19.2,220.8,70.8,Card
624EBA38,2026-01-15,10:07:36,Thursday,No,P008,Multigrain Bread 400g,Bakery,Bread,Harvest Gold,Bakery Shelf,1,60.0,38.0,0.0,0.0,60.0,22.0,Cash
F2D208AA,2026-01-15,10:09:09,Thursday,No,P024,Bananas 6pk,Produce,Fruit,Local,Produce,2,40.0,22.0,0.0,0.0,80.0,36.0,UPI
F2D208AA,2026-01-15,10:09:09,Thursday,No,P021,Popcorn Caramel 100g,Snacks,Popcorn,Act II,Snacks Aisle,1,45.0,27.0,8.6,3.87,41.13,14.13,UPI
F2D208AA,2026-01-15,10:09:09,Thursday,No,P027,Avocado,Produce,Fruit,Local,Produce,2,55.0,32.0,0.0,0.0,110.0,46.0,UPI
34CDED73,2026-01-15,10:57:08,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.0,0.0,75.0,29.0,Cash
6A5B7C50,2026-01-15,11:06:23,Thursday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,0.0,0.0,499.0,299.0,Cash
6A5B7C50,2026-01-15,11:06:23,Thursday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,4,60.0,38.0,0.0,0.0,240.0,88.0,Cash
6A5B7C50,2026-01-15,11:06:23,Thursday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.4,0.48,119.52,47.52,Cash
3B156FF9,2026-01-15,11:08:15,Thursday,No,P035,Sunscreen SPF50 100ml,Seasonal,Summer Care,Neutrogena,Seasonal,1,395.0,180.0,0.0,0.0,395.0,215.0,UPI
3B156FF9,2026-01-15,11:08:15,Thursday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,3,55.0,40.0,0.0,0.0,165.0,45.0,UPI
FA7AD26B,2026-01-15,11:15:47,Thursday,No,P026,Cherry Tomatoes 250g,Produce,Vegetables,Local,Produce,1,60.0,35.0,0.0,0.0,60.0,25.0,Cash
C489C9D3,2026-01-15,12:08:52,Thursday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,3,120.0,75.0,0.0,0.0,360.0,135.0,Cash
C489C9D3,2026-01-15,12:08:52,Thursday,No,P009,Butter Croissant 4pk,Bakery,Pastry,La Boulange,Bakery Shelf,1,90.0,58.0,0.7,0.63,89.37,31.37,Cash
917E80BE,2026-01-15,12:27:49,Thursday,No,P034,Wool Winter Scarf,Seasonal,Winter Wear,Fabindia,Seasonal,1,499.0,200.0,0.0,0.0,499.0,299.0,Cash
917E80BE,2026-01-15,12:27:49,Thursday,No,P005,Butter 100g,Dairy,Butter,Amul,Refrigerated,3,55.0,40.0,0.0,0.0,165.0,45.0,Cash
917E80BE,2026-01-15,12:27:49,Thursday,No,P030,Travel Shampoo 100ml,Personal Care,Hair Care,Dove,Personal Care,1,75.0,46.0,0.0,0.0,75.0,29.0,Cash
8B95AE2A,2026-01-15,12:45:07,Thursday,No,P010,Digestive Biscuits 250g,Bakery,Biscuits,McVitie's,Dry Goods,3,55.0,35.0,0.0,0.0,165.0,60.0,Card
E1F3C869,2026-01-15,13:12:55,Thursday,No,P016,Coconut Water 330ml,Beverages,Water,Raw Pressery,Refrigerated,3,70.0,44.0,0.0,0.0,210.0,78.0,UPI
E1F3C869,2026-01-15,13:12:55,Thursday,No,P032,Paper Towels 2pk,Household,Paper,Bounty,Household,1,75.0,46.0,0.6,0.45,74.55,28.55,UPI
E1F3C869,2026-01-15,13:12:55,Thursday,No,P018,Archi POPs Chips 4pk,Snacks,Chips,Archi POP's,Snacks Aisle,1,120.0,72.0,0.0,0.0,120.0,48.0,UPI
E1F3C869,2026-01-15,13:12:55,Thursday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,1.4,1.33,93.67,35.67,UPI
99D13BC6,2026-01-15,13:51:17,Thursday,No,P024,Bananas 6pk,Produce,Fruit,Local,Produce,3,40.0,22.0,0.0,0.0,120.0,54.0,Card
99D13BC6,2026-01-15,13:51:17,Thursday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,2,80.0,55.0,0.0,0.0,160.0,50.0,Card
99D13BC6,2026-01-15,13:51:17,Thursday,No,P020,Dark Chocolate 70% 100g,Snacks,Chocolate,Amano,Snacks Aisle,1,95.0,58.0,0.0,0.0,95.0,37.0,Card
99D13BC6,2026-01-15,13:51:17,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,1,85.0,52.0,0.0,0.0,85.0,33.0,Card
99D13BC6,2026-01-15,13:51:17,Thursday,No,P037,Vitamin C Supplements 30s,Seasonal,Health,Himalaya,Personal Care,1,195.0,95.0,7.9,15.4,179.6,84.6,Card
D5AC0478,2026-01-15,14:02:52,Thursday,No,P025,Baby Spinach 150g,Produce,Leafy Green,Local,Produce,2,45.0,25.0,8.7,7.83,82.17,32.17,Card
D5AC0478,2026-01-15,14:02:52,Thursday,No,P011,Cold Brew Coffee 250ml,Beverages,Coffee,Blue Tokai,Refrigerated,4,85.0,52.0,15.1,51.34,288.66,80.66,Card
D5AC0478,2026-01-15,14:02:52,Thursday,No,P023,Roasted Peanuts 200g,Snacks,Nuts,Farmley,Snacks Aisle,1,75.0,46.0,0.0,0.0,75.0,29.0,Card
D5AC0478,2026-01-15,14:02:52,Thursday,No,P024,Bananas 6pk,Produce,Fruit,Local,Produce,2,40.0,22.0,9.1,7.28,72.72,28.72,Card
0DD7F973,2026-01-15,15:18:48,Thursday,No,P035,Sunscreen SPF50 100ml,Seasonal,Summer Care,Neutrogena,Seasonal,1,395.0,180.0,0.0,0.0,395.0,215.0,Cash
B7458AB4,2026-01-15,15:26:49,Thursday,No,P001,Whole Milk 1L,Dairy,Milk,Amul,Refrigerated,2,52.0,38.0,0.0,0.0,104.0,28.0,UPI
B7458AB4,2026-01-15,15:26:49,Thursday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,3,60.0,38.0,0.0,0.0,180.0,66.0,UPI
B7458AB4,2026-01-15,15:26:49,Thursday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,4,120.0,75.0,0.0,0.0,480.0,180.0,UPI
B7458AB4,2026-01-15,15:26:49,Thursday,No,P002,Skimmed Milk 500ml,Dairy,Milk,Mother Dairy,Refrigerated,3,28.0,20.0,0.0,0.0,84.0,24.0,UPI
44F0FEB1,2026-01-15,15:31:33,Thursday,No,P012,Sparkling Water 500ml,Beverages,Water,Evian,Beverages Aisle,1,60.0,38.0,2.9,1.74,58.26,20.26,UPI
57EE6DA3,2026-01-15,17:02:20,Thursday,No,P028,Hand Cream 50ml,Personal Care,Skincare,Vaseline,Personal Care,1,95.0,58.0,0.0,0.0,95.0,37.0,Card
2B161860,2026-01-15,18:03:54,Thursday,No,P014,Green Tea 20 bags,Beverages,Tea,Tetley,Dry Goods,3,120.0,75.0,2.6,9.36,350.64,125.64,Cash
124CF1E8,2026-01-15,18:29:33,Thursday,No,P008,Multigrain Bread 400g,Bakery,Bread,Harvest Gold,Bakery Shelf,1,60.0,38.0,4.9,2.94,57.06,19.06,Card
124CF1E8,2026-01-15,18:29:33,Thursday,No,P035,Sunscreen SPF50 100ml,Seasonal,Summer Care,Neutrogena,Seasonal,1,395.0,180.0,0.0,0.0,395.0,215.0,Card
124CF1E8,2026-01-15,18:29:33,Thursday,No,P004,Greek Yogurt 400g,Dairy,Yogurt,Epigamia,Refrigerated,1,80.0,55.0,0.0,0.0,80.0,25.0,Card
